Agency Name,Project Name,Start Date,Completion Date (B1),Lifecycle Cost,Planned Cost ($ M),Projected/Actual Cost ($ M)
Department of the Treasury,Monthly Treasury Statement (MTS) Reporting,03/10/2011,09/02/2013,4.1196,4.1196,3.677351
Department of the Treasury,R12,01/10/2011,30/09/2012,4.119,4.119,4.119
Department of Transportation,Re-architecture - Deploy Remaining 50% Sites,01/12/2011,30/06/2013,5.13,4.104,2.879
Department of State,DOS Segment 2 - Incremental Financial System Improvements,01/10/2011,30/09/2012,4.101,4.100924,4.176803
Department of Homeland Security,Northern Border Project RVSS,01/02/2010,01/03/2020,41,4.1,4.1
Department of the Treasury,TAAPS System Rewrite,01/10/2011,30/09/2012,4.096,4.096,4.096
Department of Veterans Affairs,IAM Authorization Services,01/09/2010,30/09/2017,72.495616,4.093279,4.093279
Department of Veterans Affairs,IAM Authentication Services,01/09/2010,30/09/2016,56.631558,4.085577,19.949901
Office of Personnel Management,Post Deployment Stabilization,01/10/2011,30/09/2012,4.084,4.084,4.084
Department of Commerce,Application/Hardware Refresh,01/07/2011,31/12/2012,4.07484,4.074831,3.354399
Department of Commerce,GEO Hardware Refreshment,28/07/2010,29/05/2012,8.149,4.0745,2.855049
Social Security Administration,FY12 - Non-DCS Support,03/10/2011,30/09/2012,4.04585,4.04584,4.04582
Department of Veterans Affairs,eClaims Iteration 4,01/04/2010,18/11/2011,10.249257,4.033832,4.033832
Department of Veterans Affairs,Health Data Repository  (HDR) II,18/02/2004,29/09/2017,89.512,4.005,4.005
Department of Homeland Security,EARM 4.0,18/10/2011,31/10/2012,4,4,4
Department of Health and Human Services,HIGLAS Project Management Support 2,01/04/2012,28/02/2013,4,4,4
Department of Veterans Affairs,Strategic Asset Management (SAM) Replanned Effort,01/10/2011,27/10/2011,23.664,4,0.925359
U.S. Army Corps of Engineers,Deployment amp; Growth,01/10/2011,30/09/2012,4,4,4
Department of Justice,NGCODIS Multi-Lingual Prototype - in support of soutwest borders,01/08/2011,31/07/2012,4,4,4
Department of Health and Human Services,NFPP - PILOT,30/07/2010,31/12/2020,80,4,4
Department of the Treasury,PR 4.0,16/05/2011,03/12/2011,3.990648,3.990647,3.842734
Department of Defense,RAPIDS Lifecycle Refresh,02/04/2012,30/09/2013,3.99,3.99,3.99
Small Business Administration,PROJ: LAS Port,27/09/2010,28/09/2018,5.534,3.9842,3.9932
Department of Homeland Security,TSA Enterprise Secure Mobile Computing,01/06/2011,01/06/2013,5,3.974,3.939
Department of the Treasury,DC,01/10/2011,31/01/2013,3.958765,3.958765,3.871752
Department of Transportation,Plan Phase,01/09/2011,01/10/2012,3.95257,3.95257,3.835414
Department of Labor,Matter Management Initiative,01/10/2008,30/09/2013,7.218,3.949547,316.253171
National Science Foundation,Preparation for iTRAK Migration (LMA),01/10/2011,31/01/2013,3.947,3.946,3.849
Social Security Administration,FY12 UniForms,03/10/2011,30/09/2012,3.94428,3.94427,3.83492
Department of Commerce,WCOSS Network FY12/FY13,01/10/2011,30/09/2013,3.936,3.935,3.9
Department of Veterans Affairs,VRM Knowledge Management,09/08/2010,30/09/2015,15.665358,3.933,3.933
Department of Justice,Virtualization of Existing Programs,10/05/2010,30/09/2012,6.155,3.922,3.922
Social Security Administration,FY12 Electronic Authorization (eAuthorization),03/10/2011,30/09/2012,3.91449,3.91448,3.70696
Department of Veterans Affairs,Veterans Transportation Service (VTS),28/02/2011,31/10/2012,48.61,3.91,2.374144
Department of Health and Human Services,NSAR - Release 6.0,01/04/2011,17/08/2012,3.905,3.905,4.521
Department of Veterans Affairs,My Recovery Plan (MRP),08/05/2009,30/09/2013,8.404,3.902,2.039338
Department of State,DOS Segment 3 - Planning &amp; Budgeting Systems,01/10/2010,30/09/2012,3.9,3.9,2.661868
Department of Labor,Data Center Consolidation Initiative (DCCI),01/03/2010,30/09/2015,18.14645,3.9,3.9
Department of Defense,Joint Convergence Development,01/10/2011,30/09/2012,3.899,3.899,3.899
Department of Defense,Release 1.0,01/03/2011,24/11/2011,3.888,3.888,3.888
Department of Commerce,WIN 7 Desktop Replacement Contractors and Shared Workspaces,03/10/2011,28/09/2012,3.88421,3.88421,3.88108
Department of Veterans Affairs,IOC - Common Operating Picture - COOP,07/03/2011,31/07/2012,5.937,3.88345,4.037686
Department of Veterans Affairs,St Paul Rules Based Claims Processing Pilot,23/12/2010,30/05/2013,5.79022,3.877357,4.74577
Department of Transportation,Airport Surveillance Radar-11 Technology Refreshment,01/10/2008,30/06/2015,20.9,3.875,3.875
Department of Defense,Deploy Automated Continuing Evaluation System Releases,01/02/2009,30/09/2013,13.05,3.871,3.871
Department of Commerce,Support Portfolio Management for FY12,01/10/2011,28/09/2012,3.871,3.871,3.8592
Department of Commerce,AIS Application Readiness Project - Universal Laptop,29/06/2010,06/04/2012,3.86152,3.86152,3.86152
Department of State,IPMS Enterprise Services Infrastructure Enhancement,01/10/2009,30/09/2012,5.846,3.859752,4.037753
Department of Commerce,Census Decennial Migration,02/04/2012,30/09/2013,3.835079,3.835079,3.835079
Department of the Treasury,Modernized Infrastructure Solaris 10 & Supporting Technologies Upgrade,11/07/2011,30/04/2012,3.812,3.812,3.812
Department of Homeland Security,Develop staging environment for Development & Testing,01/10/2011,02/08/2013,3.805,3.805,3.805
Department of Homeland Security,Disaster Management PMO,01/10/2011,31/12/2012,3.8,3.8,3.8
Social Security Administration,Earnings Redesign  Maintenance,03/10/2011,30/09/2012,3.957611,3.799154,2.70754
Department of Defense,DEFENSE RED SWITCH NETWORK (DRSN) (LE4C/0400),01/10/2009,30/09/2017,16.924,3.798,3.798
Department of Agriculture,DWDS,18/07/2011,17/07/2012,3.795235,3.795235,3.669104
Department of Transportation,Unified Registration System (URS),01/01/2011,31/12/2014,10,3.791,3.814695
Department of Transportation,Monitor Safety Related Data (MSRD) - Oversee Safety Process (OSP),27/07/2009,22/08/2011,4.772,3.789,3.789
Department of Labor,DME OSHA Information System (OIS),17/08/2005,02/10/2013,68.329951,3.773342,3.779245
Department of Homeland Security,RMS Releases,08/02/2011,13/08/2012,3.773,3.773,3.438
Department of Transportation,Pre-Release Planning,02/06/2009,31/12/2014,11.2,3.767,3.763
Department of Health and Human Services,NHSN - HAI Surveillance,22/08/2011,23/11/2012,3.75,3.75,3.737
Social Security Administration,FY12 - Title II Modernization - P &amp; A,01/10/2011,30/09/2012,3.92223,3.7393,2.70273
Department of Commerce,NOAALink,01/04/2011,30/09/2012,3.734,3.733338,3.733338
Department of the Treasury,PR 4.1,03/08/2011,31/05/2012,3.731416,3.721263,2.458309
Department of Homeland Security,EAS PEP Operation and Maintenance,29/09/2011,30/09/2017,12.064,3.696,3.696
Department of Homeland Security,Advance Passenger Information System,01/10/2001,30/09/2015,142.787,3.695,3.272
Department of Homeland Security,TSE Data Management (TDM) FY2011,01/10/2010,01/10/2011,3.69,3.69,3.69
Department of the Treasury,FY12-TRES functionality releases,01/10/2011,30/09/2012,3.682,3.681,3.516
Department of Homeland Security,Chemical Security Assessment Tool Enhancements FY11 Q4 close out,01/10/2010,30/09/2011,3.65,3.65,4.369
Department of Veterans Affairs,VRM Service-Oriented Architecture (SOA),01/11/2010,30/09/2015,11.356,3.649,3.649
Department of Transportation,TFMS Tech Refresh- Primary Risk Mitigation Effort,08/07/2011,31/03/2012,3.641,3.641,3.662
Small Business Administration,PROJ: LAS Implement Improvements,01/06/2012,30/07/2013,3.6407,3.6407,3.6407
Social Security Administration,FY12 - Services,01/10/2011,30/09/2012,3.6262,3.6262,3.6262
Department of Agriculture,Commercial Loan Servicing System,19/07/2010,29/09/2015,10.028,3.621126,4.154248
Social Security Administration,iAppeals,03/10/2011,30/09/2012,3.60799,3.60798,1.73856
Department of Veterans Affairs,CPRS Version 30,15/08/2011,28/02/2013,5.686,3.59,3.59
Department of Homeland Security,SFUI Releases,23/08/2011,20/06/2012,3.586,3.586,3.154
Department of Transportation,Mobility - Life-Cycle Refresh for Personal Computers,03/10/2011,28/09/2012,3.57573,3.57573,3.52573
Department of Health and Human Services,FDA ORA MARCS Support Services (SS),24/08/2011,23/08/2012,3.585,3.575,3.501
Department of State,Executive Agency Personnel Support Suite - Locally Employed Staff Application Expansion,01/10/2010,30/09/2013,3.194,3.570413,2.558848
Department of Health and Human Services,NBIS IDAP - HR Module,01/06/2011,21/12/2012,3.57,3.57,3.538
Department of the Treasury,PR 5.0,02/04/2012,14/12/2012,3.538811,3.538811,3.184111
Department of Homeland Security,Segment 2,24/09/2008,30/09/2014,37,3.53,3.53
Department of Veterans Affairs,ePayments FY 2010,01/04/2010,01/11/2011,8.851137,3.521188,3.521188
Department of Commerce,ITCSC help desk,01/10/2005,30/09/2016,11,3.5,3.5
Department of Transportation,3 Nautical Mile Separation,01/10/2010,30/06/2012,3.489873,3.489873,2.798826
Department of Energy,BIDSS II R12 Upgrade,02/06/2011,31/05/2013,3.466,3.466,3.599
Department of Commerce,FPNG UI&I Reference Data Services,19/10/2011,30/11/2012,3.45217,3.45217,3.5804
Department of Homeland Security,RAMP Maintenance Support,10/06/2011,31/12/2012,3.43,3.43,2.256
Department of Transportation,STARS Tech Refresh - G4 Processor Upgrades,26/04/2011,01/11/2011,3.423,3.423,3.423
Department of Veterans Affairs,VistAWeb Performance and User Interface Enhancements for VLER,03/10/2011,23/01/2013,3.42035,3.42035,3.530468
Department of Agriculture,Survey Processing Systems operations.,30/09/2004,30/09/2013,65.733,3.412,3.412
Department of Homeland Security,VAMP Redesign,14/09/2012,31/03/2015,16,3.41,3.41
Department of Defense,Secure Hash Algorithm (SHA) 256 Infrastructure Upgrade,15/11/2011,31/05/2013,3.404,3.404,0
Department of Transportation,Joint Network Enabled Operations (NEO),01/10/2010,30/09/2012,3.384274,3.384274,3.040551
Department of Veterans Affairs,DSS Extracts-Event Capture 3-5,30/06/2011,21/12/2012,3.5,3.3705,1141.5
Department of Homeland Security,Data Center Migration,01/11/2010,31/08/2012,3.36,3.36,3.246
Department of Transportation,"IPDS Module 2, Release 2",01/06/2011,30/11/2011,3.353,3.353,3.261
Department of Homeland Security,FPS Gateway Development and Deployment,03/10/2011,31/03/2014,10,3.35,3.319
Department of Health and Human Services,FDA ORA MARCS Field Work Manager (FWM) 2,27/09/2010,26/09/2011,3.34,3.34,3.465
Department of the Treasury,EFDS Filing Season (FS) 2012 - Phase 3,28/02/2011,17/01/2012,3.33371,3.33371,3.524281
Department of Homeland Security,Information Assurance,01/10/2011,30/09/2016,24.58,3.327,3.325
Department of Justice,EMA 2.10,02/01/2013,28/06/2013,3.307,3.307,3.307
Department of Agriculture,FY12-Q1 O&amp;M,01/10/2011,31/12/2011,3.3034,3.3034,3.3034
Department of Agriculture,FY12-Q2 O&amp;M,01/01/2012,31/03/2012,3.3034,3.3034,3.3034
Department of Agriculture,FY12-Q3 O&amp;M,01/04/2012,30/06/2012,3.3034,3.3034,3.3034
Department of Agriculture,FY12-Q4 O&amp;M,01/07/2012,30/09/2012,3.3034,3.3034,3.3034
Department of Education,Application O&M cost on a 3 year cycle: 2010-2012,01/10/2009,30/09/2013,4.460662,3.30144,3.30144
Department of the Treasury,IRDM Hardware Software Procurement,01/04/2012,30/09/2012,3.281694,3.281694,3.281694
Department of Homeland Security,Northern Border Project RVSS,01/06/2008,01/03/2020,45,3.28,2.643
Department of Commerce,FY12 AIX Server Replacement,12/09/2011,30/10/2012,3.27144,3.27144,3.27144
Social Security Administration,FY12 - Title II PE Modernization - Eliminate AJS3,01/10/2011,30/09/2012,3.264985,3.264983,6.22214
Department of Justice,TSDB 2.11,05/12/2011,30/05/2012,3.259,3.259,4.439
Department of Justice,EMA 2.9,02/01/2012,31/12/2012,3.259,3.259,3.259
Department of Homeland Security,"Infrastructure Protection (IP) Gateway: Development, Modification, & Enhancement",01/04/2010,30/09/2019,24.444,3.257,1.116
Social Security Administration,FY12 iDib Maintenance,03/10/2011,30/09/2012,3.25371,3.2537,5.6456
Department of Health and Human Services,QPI - Cancer Hospitals (3005),07/05/2012,29/06/2013,3.25,3.25,3.256
Department of Agriculture,End User Devices - End User Workstation Refresh: Acquisition - Phase 1,15/06/2012,30/11/2012,3.244608,3.244608,3.244608
Department of Commerce,FY12 HP UX Server Replacement,26/07/2011,29/11/2012,3.24,3.23993,3.23993
Department of Homeland Security,State and Local Fusion Center Build Out or Relocation,03/10/2011,30/03/2013,3.57,3.22,2.98
Department of Labor,Customer Care Applications (CCA),26/09/2011,28/06/2013,3.215,3.215,3.215
Department of Agriculture,GLS Modernization,01/06/2010,01/05/2014,8.649,3.212212,3.216402
Department of Defense,Program Management Support,01/10/2011,30/09/2012,3.212,3.212,3.212
National Science Foundation,Technology Upgrades (LMA),01/10/2010,30/09/2012,3.208,3.207,3.106
Social Security Administration,FY12 - SSOARS Maintenance & Support Services,01/10/2011,30/09/2012,3.205,3.204929,3.165968
Department of Veterans Affairs,Warrior Support Information Sharing Initiative (ISI),01/10/2010,30/09/2014,8.431318,3.2,3.2
Department of Homeland Security,Wireless,01/10/2010,30/09/2015,3.2,3.2,3.2
Department of Commerce,TM Reporting and DataMart,15/02/2012,31/12/2013,3.19378,3.19377,3.19377
Social Security Administration,FY12 CPMS,03/10/2011,28/04/2012,3.1889,3.1889,3.12031
Department of Agriculture,CLP Tabular Data Warehouse,01/09/2010,25/07/2014,5.474,3.186588,8.463203
Department of Homeland Security,End User Systems & Support Maintenance Activities,01/07/2011,31/05/2013,3.153,3.153,8.335
Department of Transportation,Screening Information Request Prep and Release,28/07/2011,31/12/2011,3.135645,3.135644,3.137219
Department of Veterans Affairs,Bar Code Medication Administration (BCMA) -  SFG IRA,01/05/2006,30/09/2014,9.098994,3.129,2.894314
National Science Foundation,Preparation for iTRAK Migration (FAS),01/10/2011,30/09/2012,3.126,3.126,3.07
Department of Veterans Affairs,VLER Data Access Services (DAS),02/04/2012,29/09/2017,66.601,3.12,3.12
Department of Transportation,"Separation Management - Approaches, Optimize Navigation Technology",01/10/2010,30/09/2012,3.11816,3.11816,2.609219
Department of Veterans Affairs,VetSuccess Rehost,13/12/2010,01/11/2013,24.634,3.108,3.108
Social Security Administration,Management Support,03/10/2011,30/09/2012,3.10609,3.10609,3.10728
Department of Transportation,"FID, Segment 1",01/12/2010,31/12/2011,3.1,3.1,3.1
Department of the Treasury,IMFPOST,01/10/2011,30/09/2012,3.095,3.095,2.145555
Department of Homeland Security,Direct Access Maintenance,01/06/2011,01/07/2016,3.094,3.094,3.222
Department of State,Data Management,29/09/2008,30/09/2017,20.794,3.092999,3.092999
Department of Transportation,Trajectory Management - Conflict Resolution Advisories,01/10/2010,30/09/2012,3.092484,3.092484,3.005308
Social Security Administration,FY11 Title II,01/10/2010,30/09/2011,11.16399,3.07504,2.633
Department of Veterans Affairs,My HealtheVet- Online Viewing PHR,03/01/2011,29/09/2012,38.051,3.074001,3.074001
General Services Administration,FY12 DME: Service Schedules,01/03/2011,30/09/2012,3.0701,3.0701,3.0701
Department of the Treasury,TRS Trading Partners Integration (Phase III),01/10/2009,30/09/2011,3.06,3.06,5.986
Department of the Treasury,Agency Standard Reporting (ASR),03/10/2011,15/06/2013,3.19865,3.05609,3.170562
Small Business Administration,PROJ: LAS PMO,15/09/2010,13/09/2013,3.0526,3.0526,3.0526
Office of Personnel Management,FY12 Q4 Core USA Staffing System Update,02/04/2012,29/09/2012,3.05,3.05,3.05
Department of Labor,Risk Management Early Warning / Legal Matter Management,19/05/2011,11/01/2013,3.05,3.049,3.081
Department of Defense,Telephony Management System software license support,01/10/2011,30/09/2012,3.047,3.047,3.047
Department of Transportation,Ft. Lauderdale RWSL,28/02/2008,16/10/2012,4.955238,3.027898,4.298487
Small Business Administration,PROJ: ITI MSSS MigrateSybase,04/08/2010,28/09/2018,3.2197,3.0034,3.0033
Department of Homeland Security,Content Management and Hosting,01/10/2011,30/09/2012,3.002,3.002,2.849
Department of Housing and Urban Development,HUDSTAT,24/05/2010,30/06/2014,8.6,3,3
Department of Transportation,NEXCOM Segment 2 FY11 Q4 Activities after Authorization to Proceed,01/07/2011,30/09/2011,3,3,3.108
U.S. Army Corps of Engineers,Site UPS Management,10/01/2011,30/09/2013,3.93322,2.99492,2.92922
Department of Homeland Security,Security Equipment Modernization (SEM) FY2011,16/11/2010,15/11/2011,2.99,2.99,2.99
Department of Transportation,Engineering Design Approval (EDA),01/02/2011,19/02/2013,2.985,2.985,2.657
Office of Personnel Management,FY12 Q2 Core USA Staffing System Update,03/10/2011,31/03/2012,2.984,2.984,2.686489
Department of Energy,FY 2012 SW License costs,01/10/2011,30/09/2012,2.981459,2.981,2.985068
Department of State,Video Collaboration,01/10/2011,30/09/2032,2.978,2.978,2.978
Department of the Treasury,PR 2013-1,22/10/2012,04/05/2013,2.976311,2.97631,2.97631
U.S. Agency for International Development,Remote Access,01/10/2012,28/03/2014,2.975,2.975,2.975
